filepath,line_count,topic,summary,utility
archived-docs/pre202602/prep-v256/rust-analyzer-research/04-FOLDER-STRUCTURE-DIAGRAMS.md,516,research,Rust-Analyzer Folder Structure & Organization,HIGH
archived-docs/pre202602/prep-v256/rust-analyzer-research/05-CONTROL-FLOW-DIAGRAMS.md,523,research,Rust-Analyzer Control Flow Diagrams,MEDIUM
archived-docs/pre202602/prep-v256/rust-analyzer-research/06-DATA-FLOW-DIAGRAMS.md,585,research,Rust-Analyzer Data Flow Diagrams,MEDIUM
archived-docs/pre202602/prep-v256/rust-analyzer-research/07-API-USAGE-GUIDE.md,662,research,Rust-Analyzer API Usage Guide,MEDIUM
archived-docs/pre202602/prep-v256/rust-analyzer-research/08-PER-FILE-DETAILED-DIAGRAMS.md,646,research,Rust-Analyzer: Per-File Detailed Analysis with Mermaid Diagrams,MEDIUM
archived-docs/pre202602/prep-v256/rust-analyzer-research/09-ELI5-GUIDE.md,432,research,Rust-Analyzer Explained Like You're 5,MEDIUM
archived-docs/pre202602/prep-v256/rust-analyzer-research/09-RUST-ANALYZER-vs-TREE-SITTER-ENTITY-KEYS.md,433,research,Rust-Analyzer vs Tree-Sitter: Entity Identity & Primary Key Extraction,HIGH
archived-docs/pre202602/prep-v256/rust-analyzer-research/10-SUPER-HQ-IDIOMATIC-PATTERNS.md,2270,idiomatic patterns,Super HQ Idiomatic Rust Patterns from rust-analyzer,HIGH
archived-docs/pre202602/prep-v256/rust-analyzer-research/11-DEPENDENCY-GRAPH-PYRAMID-ANALYSIS.md,1089,research,Rust-Analyzer Dependency Graph: Pyramid Analysis,HIGH
archived-docs/pre202602/prep-v256/rust-analyzer-research/12-DEEP-ANALYSIS-PLAN-SALSA-TO-COZODB.md,868,implementation plan,ULTRATHINK: Deep Analysis Plan - Salsa → CozoDB Migration for Rust-Analyzer,MEDIUM
archived-docs/pre202602/prep-v256/rust-analyzer-research/13-RUBBER-DUCK-DEBUGGING-SALSA-COZODB.md,684,research,Rubber Duck Debugging: Salsa → CozoDB Migration Deep Thinking,HIGH
archived-docs/pre202602/prep-v256/rust-analyzer-research/14-V216-SEMANTIC-CONTEXT-COMPRESSOR-THESIS.md,1057,research,Parseltongue v216: The Semantic Context Compressor Thesis,HIGH
archived-docs/pre202602/prep-v256/rust-analyzer-research/15-API-STABILITY-VERIFICATION.md,330,research,API Stability Verification: Claims vs Reality,MEDIUM
archived-docs/pre202602/prep-v256/rust-analyzer-research/16-RUSTC-TOOL-ECOSYSTEM-ANALYSIS.md,461,research,Rust Compiler Tool Ecosystem: Comprehensive Use Case Analysis,HIGH
archived-docs/pre202602/prep-v256/rust-analyzer-research/EXECUTIVE-SUMMARY.md,450,research,Executive Summary: Rust-Analyzer Deep Analysis & Graph Database Migration Feasibility,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/RAPx/README.md,114,architecture,![logo](https://raw.githubusercontent.com/Artisan-Lab/RAPx/main/logo.png),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/RAPx/rapx/.github/copilot-instructions.md,56,architecture,Copilot Instructions for RAPx,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/Rudra/DEV.md,139,code analysis,Rudra Advanced Usage & Development Guide,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/Rudra/README.md,154,architecture,Rudra,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/Rudra/stdlib-analysis/README.md,74,architecture,Rudra on the Rust Standard Library,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/aeneas/LICENSE.md,201,code analysis,Apache License,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/aeneas/README.md,200,architecture,<p><div style='text-align: center'>,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/aeneas/docs/user/src/README.md,16,architecture,Introduction to Aeneas,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/aeneas/docs/user/src/SUMMARY.md,11,code analysis,Summary,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/aeneas/docs/user/src/lean/tactics/progress.md,2,code analysis,Progress,OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/aeneas/tests/README.md,75,architecture,Aeneas test suite,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/aquascope/ARCHITECTURE.md,40,architecture,Architectural Overview,HIGH
archived-docs/pre202602/prep-v256/rustc-tools/aquascope/CONTRIBUTING.md,27,architecture,Contributing,HIGH
archived-docs/pre202602/prep-v256/rustc-tools/aquascope/README.md,96,architecture,<span>Aquascope: Look Beneath the Surface of Rust</span><img src='https://user-images.githubusercontent.com/663326/21...,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/aquascope/crates/aquascope_serve/README.md,7,architecture,Aquascope Server,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/aquascope/crates/mdbook-aquascope/test-book/src/SUMMARY.md,3,code analysis,Summary,OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/aquascope/crates/mdbook-aquascope/test-book/src/chapter_1.md,93,code analysis,Chapter 1,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/argus/README.md,94,architecture,<img src='https://github.com/cognitive-engineering-lab/argus/blob/main/ide/packages/extension/argus-logo-128.png?raw=...,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/argus/book/src/README.md,1,architecture,Introduction,OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/argus/book/src/SUMMARY.md,8,debugging,Summary,LOW
archived-docs/pre202602/prep-v256/rustc-tools/argus/book/src/debug-media.md,144,debugging,"Example 1, a simple workspace",LOW
archived-docs/pre202602/prep-v256/rustc-tools/argus/book/src/trait-debugging-101.md,193,debugging,Trait Debugging 101,LOW
archived-docs/pre202602/prep-v256/rustc-tools/argus/book/src/typestate.md,94,debugging,Trait Methods and Typestate,LOW
archived-docs/pre202602/prep-v256/rustc-tools/argus/book/src/whirlwind.md,1,code analysis,Whirlwind Tour,OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/cargo-scan/README.md,136,architecture,Cargo Scan,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/cargo-scan/audits/manual-old/TEMPLATE.md,37,code analysis,<!-- crate name/URL -->,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/cargo-scan/audits/manual-old/autocfg.md,66,code analysis,autocfg,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/cargo-scan/audits/manual-old/cc.md,54,code analysis,[cc](https://docs.rs/cc/latest/cc/),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/cargo-scan/audits/manual-old/chrono.md,47,code analysis,[chrono](https://docs.rs/chrono/latest/chrono/),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/cargo-scan/audits/manual-old/clap.md,55,implementation plan,[clap](https://docs.rs/clap/latest/clap/index.html),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/cargo-scan/audits/manual-old/crossbeam-channel.md,38,code analysis,crossbeam-channel,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/cargo-scan/audits/manual-old/env_logger.md,39,code analysis,env_logger,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/cargo-scan/audits/manual-old/getrandom.md,73,code analysis,[getrandom](https://docs.rs/getrandom/latest/getrandom/),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/cargo-scan/audits/manual-old/h2.md,80,code analysis,[h2](https://docs.rs/h2/latest/h2/),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/cargo-scan/audits/manual-old/hyper.md,137,code analysis,[hyper](https://docs.rs/hyper/latest/hyper/index.html),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/cargo-scan/audits/manual-old/libc.md,79,code analysis,[libc](https://docs.rs/libc/0.2.134/libc/),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/cargo-scan/audits/manual-old/memchr.md,43,code analysis,[memchr](https://docs.rs/memchr/latest/memchr/),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/cargo-scan/audits/manual-old/mio.md,240,code analysis,[mio](https://docs.rs/mio/latest/mio/),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/cargo-scan/audits/manual-old/num_cpus.md,51,code analysis,[num_cpus](https://docs.rs/num_cpus/latest/num_cpus/),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/cargo-scan/audits/manual-old/parking_lot_core.md,48,code analysis,[parking_lot_core](https://docs.rs/parking_lot_core/latest/parking_lot_core/),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/cargo-scan/audits/manual-old/pkg-config.md,45,code analysis,[pkg-config](https://docs.rs/pkg-config/0.3.25/pkg_config/),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/cargo-scan/audits/manual-old/proc-macro2.md,51,code analysis,proc-macro2,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/cargo-scan/audits/manual-old/rustc_version.md,46,code analysis,rustc_version,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/cargo-scan/audits/manual-old/socket2.md,92,code analysis,[socket2](https://docs.rs/socket2/latest/socket2/),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/cargo-scan/audits/manual-old/stable_deref_trait.md,36,implementation plan,stable_deref_trait,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/cargo-scan/audits/manual-old/termcolor.md,36,code analysis,termcolor,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/cargo-scan/audits/manual-old/thiserror.md,42,architecture,[thiserror](https://docs.rs/thiserror/latest/thiserror/),OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/cargo-scan/audits/manual-old/tokio-util.md,81,code analysis,[tokio-util](https://docs.rs/tokio-util/0.7.4/tokio_util/),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/cargo-scan/audits/manual-old/tokio.md,289,code analysis,[tokio](https://docs.rs/tokio/latest/tokio/),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/cargo-scan/audits/manual-old/url.md,45,code analysis,[url](https://docs.rs/url/latest/url/),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/cargo-scan/audits/manual-old/version_check.md,44,code analysis,Audited by: Caleb Stanford,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/charon/.github/ISSUE_TEMPLATE/bug_report.md,51,code analysis,name: Bug report,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/charon/.github/ISSUE_TEMPLATE/feature_request.md,44,code analysis,name: Feature request,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/charon/.github/ISSUE_TEMPLATE/other.md,4,code analysis,name: Other,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/charon/.github/ISSUE_TEMPLATE/unsupported-language-feature.md,44,code analysis,name: Unsupported language feature,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/charon/CONTRIBUTING.md,119,code analysis,Contributing to Charon,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/charon/LICENSE.md,201,code analysis,Apache License,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/charon/README.md,102,architecture,<p><div style='text-align: center'>,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/charon/charon-ml/README.md,4,architecture,Charon ML,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/charon/charon/hax-frontend/README.md,3,architecture,Special core extraction mode,OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/charon/charon/hax-frontend/adt-into/README.md,15,architecture,hax adt into,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/charon/charon/macros/README.md,4,architecture,Macros,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/charon/docs/limitations.md,30,implementation plan,Current limitations of Charon,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/charon/docs/transformations.md,83,code analysis,Charon transformations,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/charon/docs/usage.md,62,implementation plan,Usage,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/charon/docs/what_charon_does_for_you.md,16,implementation plan,What Charon Does For You,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/charon/docs/what_charon_translates.md,26,architecture,What Charon Translates,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/ARCHITECTURE.md,205,implementation plan,Creusot is a deductive verifier for (safe) Rust code built on top of the [Why3](https://why3.lri.fr) verification pla...,HIGH
archived-docs/pre202602/prep-v256/rustc-tools/creusot/CHANGELOG.md,880,code analysis,Changelog,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/CONTRIBUTING.md,146,code analysis,"We thank you, contributor, for working to improve the Creusot tool for Rust verification.",MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/README.md,88,architecture,![](/static/marteau.jpg),MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/SUMMARY.md,38,code analysis,Summary,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/basic_concepts.md,13,code analysis,Basic concepts,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/basic_concepts/loop_invariants.md,157,code analysis,Loop invariants,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/basic_concepts/proof_assert.md,18,debugging,`proof_assert!`,LOW
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/basic_concepts/requires_ensures.md,46,code analysis,requires and ensure,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/basic_concepts/variants.md,7,code analysis,Variants,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/command_line_interface.md,206,code analysis,Command-line Interface,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/erasure.md,207,code analysis,Erasure check,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/ghost.md,78,code analysis,Ghost code,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/ghost/ghost-structures.md,45,code analysis,Ghost structures,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/ghost/int-in-ghost.md,22,code analysis,Int in ghost,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/installation.md,131,code analysis,Installation,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/limitations.md,42,architecture,Known limitations,HIGH
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/logic_functions.md,82,code analysis,Logic functions,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/logic_functions/lemma_law.md,84,code analysis,Lemmas and laws,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/logic_functions/open.md,34,code analysis,Visibility of logical functions,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/logic_functions/prophetic.md,7,code analysis,Prophetic functions,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/pearlite.md,35,code analysis,Pearlite,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/quickstart.md,128,code analysis,Quick start,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/quickstart/editor_config.md,15,code analysis,"From the root of your project, write the following in the `.vscode/settings.json` file:",MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/representation_of_types.md,3,code analysis,Representation of types,OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/representation_of_types/most_types.md,14,code analysis,Base types,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/representation_of_types/mutable_borrows.md,93,code analysis,Mutable borrows,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/snapshots.md,47,code analysis,Snapshots,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/termination.md,119,code analysis,Termination,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/trusted.md,14,implementation plan,Trusted,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/tutorial.md,434,code analysis,Tutorial,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/tutorial/gnome_sort.md,142,code analysis,Gnome sort,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/tutorial/linked_list.md,348,implementation plan,Linked list,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/type_invariants.md,111,code analysis,Type Invariants,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/guide/src/view.md,37,code analysis,Views as models of types,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/creusot/why3/README.md,8,architecture,Why3,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/CHANGELOG.md,410,debugging,Changelog,LOW
archived-docs/pre202602/prep-v256/rustc-tools/dylint/CONTRIBUTING.md,18,code analysis,- Please prefix all non-rustdoc comments with your GitHub username.,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/README.md,283,architecture,Dylint,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/cargo-dylint/README.md,283,architecture,Dylint,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/docs/how_dylint_works.md,92,code analysis,How Dylint works,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/driver/README.md,5,architecture,dylint_driver,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/dylint-link/README.md,29,architecture,dylint-link,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/dylint/README.md,283,architecture,Dylint,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/README.md,87,architecture,Example Dylint libraries,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/experimental/README.md,1,experiment,Experimental lints,OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/experimental/derive_opportunity/README.md,43,experiment,derive_opportunity,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/experimental/missing_doc_comment_llm/README.md,81,experiment,missing_doc_comment_llm,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/general/README.md,40,architecture,General-purpose lints,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/general/abs_home_path/README.md,36,architecture,abs_home_path,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/general/await_holding_span_guard/README.md,71,architecture,await_holding_span_guard,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/general/basic_dead_store/README.md,31,architecture,basic_dead_store,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/general/crate_wide_allow/README.md,25,architecture,crate_wide_allow,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/general/incorrect_matches_operation/README.md,47,architecture,incorrect_matches_operation,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/general/non_local_effect_before_error_return/README.md,54,architecture,non_local_effect_before_error_return,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/general/non_thread_safe_call_in_test/README.md,43,architecture,non_thread_safe_call_in_test,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/general/wrong_serialize_struct_arg/README.md,54,architecture,wrong_serialize_struct_arg,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/restriction/README.md,1,architecture,Restriction lints,OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/restriction/assert_eq_arg_misordering/README.md,28,architecture,assert_eq_arg_misordering,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/restriction/collapsible_unwrap/README.md,28,architecture,collapsible_unwrap,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/restriction/const_path_join/README.md,24,architecture,const_path_join,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/restriction/env_literal/README.md,28,architecture,env_literal,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/restriction/inconsistent_qualification/README.md,44,architecture,inconsistent_qualification,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/restriction/misleading_variable_name/README.md,27,architecture,misleading_variable_name,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/restriction/non_topologically_sorted_functions/README.md,29,architecture,non_topologically_sorted_functions,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/restriction/question_mark_in_expression/README.md,23,architecture,question_mark_in_expression,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/restriction/ref_aware_redundant_closure_for_method_calls/README.md,28,architecture,ref_aware_redundant_closure_for_method_calls,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/restriction/register_lints_warn/README.md,35,architecture,register_lints_warn,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/restriction/suboptimal_pattern/README.md,41,architecture,suboptimal_pattern,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/restriction/try_io_result/README.md,37,architecture,try_io_result,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/supplementary/README.md,9,architecture,Supplementary lints,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/supplementary/arg_iter/README.md,42,architecture,arg_iter,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/supplementary/commented_out_code/README.md,33,architecture,commented_out_code,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/supplementary/dir_entry_path_file_name/README.md,36,architecture,dir_entry_path_file_name,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/supplementary/escaping_doc_link/README.md,23,architecture,escaping_doc_link,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/supplementary/inconsistent_struct_pattern/README.md,31,architecture,inconsistent_struct_pattern,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/supplementary/local_ref_cell/README.md,23,architecture,local_ref_cell,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/supplementary/nonexistent_path_in_comment/README.md,43,architecture,nonexistent_path_in_comment,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/supplementary/redundant_reference/README.md,51,architecture,redundant_reference,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/supplementary/unnamed_constant/README.md,29,architecture,unnamed_constant,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/supplementary/unnecessary_borrow_mut/README.md,26,architecture,unnecessary_borrow_mut,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/supplementary/unnecessary_conversion_for_trait/README.md,24,architecture,unnecessary_conversion_for_trait,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/testing/README.md,1,architecture,Testing lints,OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/testing/clippy/README.md,1,architecture,clippy,OBSOLETE
archived-docs/pre202602/prep-v256/rustc-tools/dylint/examples/testing/straggler/README.md,13,architecture,straggler,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/internal/README.md,5,architecture,dylint_internal,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/internal/template/README.md,21,architecture,template,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/utils/linting/README.md,199,architecture,dylint_linting,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/dylint/utils/testing/README.md,118,architecture,dylint_testing,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/eurydice/README.md,83,architecture,<p><div style='text-align: center'>,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/eurydice/cremepat/README.md,4,architecture,"CREMEPAT: CREdible, Meta-Extensible PATterns",MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flowistry/README.md,198,architecture,<img src='https://user-images.githubusercontent.com/663326/134070630-47b95f41-a4a7-4ded-a5cb-9884d1af2468.png' height...,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flowistry/crates/flowistry/README.md,18,architecture,Information flow analysis,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flowistry/crates/flowistry/benches/README.md,20,architecture,Benching process,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flowistry/crates/flowistry_ide/README.md,116,architecture,<img src='https://user-images.githubusercontent.com/663326/134070630-47b95f41-a4a7-4ded-a5cb-9884d1af2468.png' height...,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flowistry/ide/CHANGELOG.md,5,code analysis,Change Log,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flowistry/ide/src/tests/README.md,38,architecture,Extension Unit Tests,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flux/.github/copilot-instructions.md,137,code analysis,Flux Repository - Copilot Coding Agent Instructions,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flux/NOTES.md,66,code analysis,RJ Notes,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flux/README.md,23,architecture,<img,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flux/book/src/README.md,33,architecture,<img src='img/logo-wide.svg' class='flux-logo' alt='Flux Logo'>,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flux/book/src/SUMMARY.md,28,architecture,Summary,HIGH
archived-docs/pre202602/prep-v256/rustc-tools/flux/book/src/about.md,41,code analysis,About Flux,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flux/book/src/guide/architecture.md,48,architecture,High-level Architecture,HIGH
archived-docs/pre202602/prep-v256/rustc-tools/flux/book/src/guide/develop.md,183,code analysis,Developer's Guide,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flux/book/src/guide/install.md,238,code analysis,Installing and Running Flux,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flux/book/src/guide/specifications.md,1045,spec,Flux Specifications,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flux/book/src/tutorial/01-refinements.md,285,code analysis,Refining Types,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flux/book/src/tutorial/02-ownership.md,324,code analysis,Ownership in Flux,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flux/book/src/tutorial/03-structs.md,348,code analysis,Refining Structs,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flux/book/src/tutorial/04-enums.md,380,code analysis,Refining Enums,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flux/book/src/tutorial/05-vectors.md,478,code analysis,Opaque Types: Refined Vectors,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flux/book/src/tutorial/06-consts.md,197,debugging,Const Generics,LOW
archived-docs/pre202602/prep-v256/rustc-tools/flux/book/src/tutorial/07-externs.md,508,implementation plan,Extern Specifications,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flux/book/src/tutorial/08-traits.md,518,code analysis,Traits and Associated Refinements,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flux/book/src/tutorial/09-sparse.md,89,code analysis,Preamble,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flux/book/src/tutorial/11-equality.md,348,code analysis,Simple Access Control,MEDIUM
archived-docs/pre202602/prep-v256/rustc-tools/flux/book/src/tutorial/12-sets.md,594,code analysis,Dynamic Access Control,MEDIUM
